,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id
18,1545268,stuff what you guys doing,big stuff what you guy do,,,missing CA terminator,eng,8,5,17,Sprott,adj n pro:int pro:per n part,RS,Researcher,Adult,,,,,,,Eng-NA,2,51,3073,-2147483648,6551
19,1545274,why do you have that,why do you have that out,,,question,eng,6,5,18,Sprott,pro:int mod pro:per v adv adv,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
20,1545277,hey a one,hey a blue one,,,missing CA terminator,eng,4,3,2,Sprott,co det:art n pro:indef,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6552
21,1545283,because I wanna take,because I want take picture,,,missing CA terminator,eng,7,4,19,Sprott,conj pro:sub v v n,RS,Researcher,Adult,,,,,,,Eng-NA,2,51,3073,-2147483648,6551
22,1545285,hey a little truck,hey a little green truck,,,missing CA terminator,eng,5,4,3,Sprott,co det:art adj adj n,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6552
23,1545286,well I it,well I need it,,,imperative_emphatic,eng,4,3,1,Sprott,co pro:sub v pro:per,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
24,1545294,I got a little poem about who a boy who always likes,I get a little poem about a boy who always like flower,,,missing CA terminator,eng,15,12,20,Sprott,pro:sub v det:art adj n prep det:art n pro:rel adv v n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
25,1545296,oh I'm not giving you a tank,oh I not give you a tank,,,missing CA terminator,eng,9,7,4,Sprott,co pro:sub neg part pro:per det:art n,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6552
26,1545298,well I got a xxx xxx xxx,well I get a,,,missing CA terminator,eng,5,7,2,Sprott,co pro:sub v det:art,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
27,1545305,and have a xxx,and I have a,,,missing CA terminator,eng,4,4,21,Sprott,coord pro:sub v det:art,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
28,1545310,what's this,what this,,,missing CA terminator,eng,3,2,5,Sprott,pro:int pro:dem,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
29,1545312,and she doesn't like to be,and she do like to be chase,,,missing CA terminator,eng,10,6,3,Sprott,coord pro:sub mod v inf aux part,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
30,1545317,one day there was a boy who always likes flowers,one day there be a boy who always like flower,,,missing CA terminator,eng,14,10,22,Sprott,det:num n adv cop det:art n pro:rel adv v n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
31,1545319,ah here's a little black truck,ah here a little black truck,,,missing CA terminator,eng,7,6,6,Sprott,co pro:exist det:art adj adj n,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6552
32,1545324,and she looks,and she look fat,,,missing CA terminator,eng,5,3,4,Sprott,coord pro:sub v n,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
33,1545327,so he starts to walk somewhere,so he start to walk somewhere,,,missing CA terminator,eng,7,6,23,Sprott,adv pro:sub v prep n adv,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
34,1545329,how you it,how you do it,,,missing CA terminator,eng,4,3,7,Sprott,pro:int pro:per v pro:per,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
35,1545333,I got a xxx xxx,I get a,,,missing CA terminator,eng,4,5,5,Sprott,pro:sub v det:art,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
36,1545334,he finds a,he find a tree,,,imperative_emphatic,eng,5,3,24,Sprott,pro:sub v det:art n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
37,1545343,hey what do you do with it,hey what do you do with it,,,missing CA terminator,eng,7,7,8,Sprott,co pro:int mod pro:per v prep pro:per,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6552
38,1545345,and he and he doesn't wanna be chased,and he do want be chase,,,question,eng,10,8,6,Sprott,coord pro:sub mod v aux part,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
39,1545347,he don't want a tree he wants,he do want a tree he want flower,,,missing CA terminator,eng,11,7,25,Sprott,pro:sub mod v det:art n pro:sub v n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
40,1545358,he's a,he a fat bear,,,imperative_emphatic,eng,5,2,7,Sprott,pro:sub det:art n n,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
41,1545362,he kept walking,he keep walk,,,missing CA terminator,eng,5,3,26,Sprott,pro:sub v part,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
42,1545366,well my little kitty cat can bite off my arm,well my little kitty cat can bite off my arm,,,missing CA terminator,eng,10,10,8,Sprott,co det:poss adj n n mod v prep det:poss n,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
43,1545369,what's that,what that,,,question,eng,3,2,9,Sprott,pro:int pro:dem,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
44,1545374,you hafta finish the,you have finish the book,,,imperative_emphatic,eng,6,4,27,Sprott,pro:per mod v det:art n,RS,Researcher,Adult,,,,,,,Eng-NA,2,51,3073,-2147483648,6551
45,1545378,good night,good night,,,missing CA terminator,eng,2,2,1,Sprott,adj n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6553
46,1545379,what's do,what it do,,,missing CA terminator,eng,4,2,10,Sprott,pro:int pro:per v,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
47,1545380,it's the,it the end,,,imperative_emphatic,eng,4,2,28,Sprott,pro:per det:art n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
48,1545384,and my stuffed animals too,and my stuff animal too,,,missing CA terminator,eng,7,5,9,Sprott,coord det:poss part n post,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
49,1545390,how about if you turn the way,how about if you turn the other way,,,missing CA terminator,eng,8,7,29,Sprott,pro:int adv conj pro:per v det:art qn n,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
50,1545391,that's a purple one,that a purple one,,,missing CA terminator,eng,5,4,11,Sprott,pro:dem det:art n pro:indef,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6552
51,1545394,good night,good night,,,question,eng,2,2,2,Sprott,adj n,RS,Richard,Investigator,,,,,,,Eng-NA,2,51,3088,-2147483648,6553
52,1545397,and my stuffed animals,and my stuff animal,,,missing CA terminator,eng,6,4,10,Sprott,coord det:poss part n,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
53,1545402,no,no,,,missing CA terminator,eng,1,1,30,Sprott,co,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
54,1545405,ah,ah,,,missing CA terminator,eng,1,1,12,Sprott,co,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
55,1545407,gonna go to sleep,go go to sleep,,,question,eng,6,4,3,Sprott,part v prep n,RS,Richard,Investigator,,,,,,,Eng-NA,2,51,3088,-2147483648,6553
56,1545413,,okay goodbye,,,imperative_emphatic,eng,2,0,31,Sprott,co co,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
57,1545415,makes my eyes pop out,make my eye pop out,,,missing CA terminator,eng,7,5,11,Sprott,v det:poss n v adv,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
58,1545416,look it,look it,,,missing CA terminator,eng,2,2,13,Sprott,v pro:per,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
59,1545417,,well,,,imperative_emphatic,eng,1,0,4,Sprott,co,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6553
60,1545423,goodbye,goodbye,,,imperative_emphatic,eng,1,1,32,Sprott,co,RS,Researcher,Adult,,,,,,,Eng-NA,2,51,3073,-2147483648,6551
61,1545425,and dog,and my dog,,,trail off,eng,3,2,12,Sprott,coord det:poss n,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
62,1545426,yeah,yeah,,,missing CA terminator,eng,1,1,14,Sprott,co,JF,John,Teacher,,,,,,,Eng-NA,2,51,3080,-2147483648,6552
63,1545427,I turned back into a big bad wolf,I turn back into a big bad wolf,,,missing CA terminator,eng,9,8,5,Sprott,pro:sub v adv prep det:art adj adj n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6553
64,1545434,and stuffed animals,and my stuff animal,,,missing CA terminator,eng,6,3,13,Sprott,coord det:poss part n,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
65,1545438,can you bring them back,Goldilocks Goldilocks can you bring them back,,,question,eng,7,5,33,Sprott,n:prop n:prop mod pro:per v pro:obj adv,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
66,1545439,a big one huh,a big one huh,,,missing CA terminator,eng,4,4,15,Sprott,det:art adj pro:indef co,JF,John,Teacher,,,,,,,Eng-NA,2,51,3080,-2147483648,6552
67,1545441,look out,look out,,,imperative_emphatic,eng,2,2,6,Sprott,v adv,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
68,1545447,where's my,where my baby,,,missing CA terminator,eng,4,2,14,Sprott,pro:int det:poss n,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
69,1545449,the big bad wolf,the big bad wolf,,,imperative_emphatic,eng,4,4,7,Sprott,det:art adj adj n,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
70,1545453,you're,you Goldilocks,,,imperative_emphatic,eng,3,1,34,Sprott,pro:per n:prop,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
71,1545458,where's my,where my baby,,,missing CA terminator,eng,4,2,15,Sprott,pro:int det:poss n,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
72,1545459,and I'm the little bear and you're the papa,and I the little bear and you the papa,,,imperative_emphatic,eng,11,9,35,Sprott,coord pro:sub det:art adj n coord pro:per det:art n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
73,1545460,xxx xxx a big one,a big one,,,missing CA terminator,eng,3,5,16,Sprott,det:art adj pro:indef,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
74,1545461,we both turned into big bad wolfs,we both turn into big bad wolf,,,missing CA terminator,eng,9,7,8,Sprott,pro:sub post v prep adj adj n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6553
75,1545469,I don't know,I do know,,,missing CA terminator,eng,4,3,16,Sprott,pro:sub mod v,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
76,1545471,and that's,and that Goldilocks,,,imperative_emphatic,eng,4,2,36,Sprott,coord pro:dem n:prop,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
77,1545473,well we don't wanna be scared so don't scare us please,well we do want be scare so do scare us please,,,missing CA terminator,eng,15,11,9,Sprott,co pro:sub mod v aux part adv mod v pro:obj co,JF,John,Teacher,,,,,,,Eng-NA,2,51,3080,-2147483648,6553
78,1545474,big one is gonna get away little one,big one be go get away little one,,,imperative_emphatic,eng,11,8,17,Sprott,adj pro:indef aux part v adv adj pro:indef,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
79,1545480,,Goldilocks,,,imperative_emphatic,eng,1,0,37,Sprott,n:prop,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
80,1545481,where's my baby,where my baby,,,imperative_emphatic,eng,4,3,17,Sprott,pro:int det:poss n,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
81,1545486,this a big one,this a big one,,,missing CA terminator,eng,4,4,18,Sprott,pro:dem det:art adj pro:indef,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
82,1545487,,Goldilocks,,,imperative_emphatic,eng,1,0,38,Sprott,n:prop,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
83,1545489,we won't,we will,,,missing CA terminator,eng,3,2,10,Sprott,pro:sub mod,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
84,1545492,where's my baby,where my baby,,,imperative_emphatic,eng,4,3,18,Sprott,pro:int det:poss n,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
85,1545496,this a big one,this a big one,,,missing CA terminator,eng,4,4,19,Sprott,pro:dem det:art adj pro:indef,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
86,1545498,,Goldilocks,,,imperative_emphatic,eng,1,0,39,Sprott,n:prop,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
87,1545501,we don't wanna be a big bad wolf,we do want be a big bad wolf,,,imperative_emphatic,eng,10,8,11,Sprott,pro:sub mod v cop det:art adj adj n,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
88,1545503,I want a baby,I want a baby,,,imperative_emphatic,eng,4,4,19,Sprott,pro:sub v det:art n,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
89,1545510,big one going down,big one go down,,,missing CA terminator,eng,5,4,20,Sprott,adj pro:indef part adv,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
90,1545511,I think it's for a big doll,I think it for a big doll,,,missing CA terminator,eng,8,7,20,Sprott,pro:sub v pro:per prep det:art adj n,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
91,1545512,xxx telephone,telephone,,,question,eng,1,2,40,Sprott,n,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
92,1545514,big bad wolf,big bad wolf,,,imperative_emphatic,eng,3,3,12,Sprott,adj adj n,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
93,1545521,this a big one look it,this a big one look it,,,missing CA terminator,eng,6,6,21,Sprott,pro:dem det:art adj pro:indef v pro:per,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
94,1545522,big bad wolf,big bad wolf,,,imperative_emphatic,eng,3,3,13,Sprott,adj adj n,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
95,1545523,ran out of the,Goldilocks run out of the house,,,imperative_emphatic,eng,7,4,41,Sprott,n:prop v adv prep det:art n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
96,1545526,it's big,it big,,,missing CA terminator,eng,3,2,21,Sprott,pro:per adj,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
97,1545532,we don't wanna be a big bad wolf,we do want be a big bad wolf,,,imperative_emphatic,eng,10,8,14,Sprott,pro:sub mod v cop det:art adj adj n,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
98,1545533,got a little lights on look it,get a little light on look it,,,missing CA terminator,eng,9,7,22,Sprott,v det:art adj n adv v pro:per,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
99,1545537,,hey,,,imperative_emphatic,eng,1,0,42,Sprott,co,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
100,1545539,it is for a big doll,it be for a big doll,,,missing CA terminator,eng,7,6,22,Sprott,pro:per cop prep det:art adj n,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
101,1545541,big bad wolf,big bad wolf,,,missing CA terminator,eng,3,3,15,Sprott,adj adj n,EL,Ernie,Child,,,,,,,Eng-NA,2,51,3076,-2147483648,6553
102,1545544,on the top,on the top,,,question,eng,3,3,23,Sprott,prep det:art n,JF,John,Teacher,,,,,,,Eng-NA,2,51,3080,-2147483648,6552
103,1545549,get the telephone,get off the telephone,,,missing CA terminator,eng,4,3,43,Sprott,v prep det:art n,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
104,1545551,I the pillows,I lose the pillow,,,missing CA terminator,eng,6,3,23,Sprott,pro:sub v det:art n,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
105,1545553,we're gonna be big bad wolfs we're gonna be big bad wolfs,we go be big bad wolf we go be big bad wolf,,,missing CA terminator,eng,20,12,16,Sprott,pro:sub part cop adj adj n pro:sub part cop adj adj n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6553
106,1545555,yeah big one and little lights on,yeah big one and little light on,,,missing CA terminator,eng,8,7,24,Sprott,co adj pro:indef coord adj n adv,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
107,1545561,call the,call the police,,,missing CA terminator,eng,3,2,44,Sprott,v det:art n,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
108,1545562,xxx xxx xxx,,,,missing CA terminator,eng,-2147483648,3,24,Sprott,,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
109,1545563,no no remember what I said about the markers,no no remember what I say about the mark,,,question,eng,13,9,17,Sprott,co co v pro:int pro:sub v prep det:art n,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6553
110,1545564,hey what you do with that,hey what you do with that,,,question,eng,6,6,25,Sprott,co pro:int pro:per v prep pro:dem,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
111,1545571,call the,call the police,,,missing CA terminator,eng,3,2,45,Sprott,v det:art n,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
112,1545572,I want this on here,I want this on here,,,missing CA terminator,eng,5,5,25,Sprott,pro:sub v det:dem prep n,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
113,1545573,oh you play with it,oh you play with it,,,missing CA terminator,eng,5,5,26,Sprott,co pro:per v prep pro:per,JF,John,Teacher,,,,,,,Eng-NA,2,51,3080,-2147483648,6552
114,1545577,that these markers are not good for your skin,that these mark be not good for your skin,,,missing CA terminator,eng,13,9,18,Sprott,comp pro:dem n cop neg adj prep det:poss n,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6553
115,1545581,what you do with that,what you do with that,,,question,eng,5,5,27,Sprott,pro:int pro:per v prep pro:dem,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
116,1545583,hey you bad bad bad bad bad,hey you bad bad bad bad bad,,,missing CA terminator,eng,7,7,26,Sprott,co pro:per adj adj adj adj adj,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
117,1545584,xxx heard him up the house,hear him go up the house,,,imperative_emphatic,eng,8,6,46,Sprott,v pro:obj part prep det:art n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
118,1545590,so if you use the markers that you have at your house for that,so if you use the mark that you have at your house for that,,,self interruption,eng,17,14,19,Sprott,adv conj pro:per v det:art n pro:rel pro:per v prep det:poss n prep pro:dem,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6553
119,1545593,I hear somebody I wanna see and I,I hear somebody I want see and I,,,trail off,eng,9,8,27,Sprott,pro:sub v pro:indef pro:sub v co coord pro:sub,HE,Helen,Child,,,,,,,Eng-NA,2,51,3092,-2147483648,6554
120,1545595,that's a race car,that a race car,,,missing CA terminator,eng,5,4,28,Sprott,pro:dem det:art n n,JF,John,Teacher,,,,,,,Eng-NA,2,51,3080,-2147483648,6552
121,1545596,let's take the stairs,let take the stair,,,imperative_emphatic,eng,6,4,47,Sprott,v v det:art n,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
122,1545602,your mom said that you got some some face paints at your house,your mom say that you get some face paint at your house,,,question,eng,15,13,20,Sprott,det:poss n v comp pro:per v qn n n prep det:poss n,MA,Mary,Teacher,,,,,,,Eng-NA,2,51,3090,-2147483648,6553
123,1545604,and my stuffed animals,and my stuff animal bite,,,imperative_emphatic,eng,7,4,28,Sprott,coord det:poss part n n,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
124,1545605,what you do with that,what you do with that,,,question,eng,5,5,29,Sprott,pro:int pro:per v prep pro:dem,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
125,1545606,come on,come on,,,imperative_emphatic,eng,2,2,48,Sprott,v adv,SI,Sam,Child,,,,,,,Eng-NA,2,51,3079,-2147483648,6551
126,1545614,he going up the hill,he go up the hill,,,missing CA terminator,eng,6,5,30,Sprott,pro:sub n:gerund prep det:art n,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
127,1545615,look what made,look what I make,,,missing CA terminator,eng,5,3,21,Sprott,v pro:int pro:sub v,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6553
128,1545616,ouch,ouch,,,missing CA terminator,eng,1,1,29,Sprott,n,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
129,1545617,Dick Tracy's gun,Dick Tracy gun,,,missing CA terminator,eng,5,3,49,Sprott,n:prop adj n,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
130,1545624,and my stuffed animals,and my stuff animal bite,,,imperative_emphatic,eng,7,4,30,Sprott,coord det:poss part n n,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
131,1545625,now he's going xxx car going now he go down the hill,now he go car go now he go down the hill,,,missing CA terminator,eng,14,12,31,Sprott,adv pro:sub part n part adv pro:sub v adv det:art n,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
132,1545626,call the policeman,call the,,,imperative_emphatic,eng,2,3,50,Sprott,v det:art,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
133,1545627,wow,wow,,,imperative_emphatic,eng,1,1,22,Sprott,co,RS,Richard,Investigator,,,,,,,Eng-NA,2,51,3088,-2147483648,6553
134,1545634,eat my head off,eat my head off,,,missing CA terminator,eng,4,4,31,Sprott,v det:poss n adv,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6554
135,1545637,xxx car go down a hill race car ah,car go down a hill race car ah,,,interruption,eng,8,9,32,Sprott,n v adv det:art n n n co,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
136,1545638,xxx xxx see it,see it,,,question,eng,2,4,23,Sprott,v pro:per,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6553
137,1545640,call the policeman,call the,,,imperative_emphatic,eng,2,3,51,Sprott,v det:art,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
138,1545646,little kids would you please come in,little kid will you please come in,,,question,eng,9,7,32,Sprott,adj n mod pro:per co v adv,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
139,1545649,where,where,,,missing CA terminator,eng,1,1,24,Sprott,pro:rel,RS,Richard,Investigator,,,,,,,Eng-NA,2,51,3088,-2147483648,6553
140,1545650,call the policeman,call the,,,imperative_emphatic,eng,2,3,52,Sprott,v det:art,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
141,1545652,look it,look it,,,missing CA terminator,eng,2,2,33,Sprott,v pro:per,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6552
142,1545653,I got of them,I get all of them,,,missing CA terminator,eng,6,4,1,Sprott,pro:sub v adv prep pro:obj,TP,Tommy,Child,,,,,,,Eng-NA,2,51,3074,-2147483648,6555
143,1545658,well,well,,,question,eng,1,1,33,Sprott,co,KE,Karen,Child,,,,,,,Eng-NA,2,51,3094,-2147483648,6554
144,1545663,here,here,,,missing CA terminator,eng,1,1,25,Sprott,adv,JS,Julie,Child,,,,,,,Eng-NA,2,51,3077,-2147483648,6553
145,1545665,call the policeman,call the,,,imperative_emphatic,eng,2,3,53,Sprott,v det:art,JE,Jack,Child,,,,,,,Eng-NA,2,51,3081,-2147483648,6551
